carID,price
98008,13199
84805,8995
100888,10747
82504,16414
82177,14960
89472,33533
82301,16737
106483,8661
79808,12785
83412,16576
89386,17776
89889,21063
108249,16939
98252,8876
83525,10678
102595,9680
94255,11237
91259,24597
99539,7019
97379,40167
104452,26704
88479,10808
95424,30988
94732,42655
89025,10030
89497,36866
92405,15713
95346,16955
91337,17642
97739,14929
81087,12362
80661,10460
105537,12820
81073,26623
102770,9550
99299,9848
77528,20687
95278,30714
106536,17136
79421,14943
105026,22998
97887,12772
106163,18798
103242,10552
103098,8432
76195,15888
103418,10787
102091,12320
102341,7080
100315,20319
100377,7648
78857,20987
93748,33010
107891,9628
77063,26581
86916,8649
108347,9935
94475,18464
100383,12311
80618,34184
98926,10095
77228,15608
106915,14900
92594,11351
80745,34271
78361,9892
95725,26142
105171,8711
87007,9982
104121,15686
92877,15020
108335,45359
101357,14087
89325,9964
103144,8258
101413,6677
85182,11931
84097,17733
101970,5251
98315,4751
89048,10626
106141,9135
87105,16685
88472,16522
93361,16009
87040,8691
99831,11279
95677,12390
89770,6440
77371,28780
107143,18160
100271,11324
83905,11489
101531,14802
90617,7980
83895,18937
89453,13837
106012,21592
76381,19546
106986,16017
84143,13629
91665,48558
81350,13904
80422,14257
84794,6133
81156,32344
77082,34119
97356,9698
82730,17163
99244,9936
85538,15199
101585,10884
90288,8816
98799,2811
93547,20611
85142,10530
82012,32153
89654,15554
102304,14286
79288,41542
77400,10672
98597,6406
103156,8788
95446,28544
97036,9594
101401,8575
80817,10556
84078,6743
95390,27800
79883,23884
104059,12305
103041,11804
81651,13569
100432,11043
84933,16183
81600,19171
78379,8204
90816,7625
107414,9464
105633,20437
99508,7288
100874,7994
104208,17772
84774,12424
96518,10905
91543,22887
107146,20759
94426,16811
99059,9497
96640,8017
81277,10240
102409,11820
104800,15225
107498,18669
90942,46928
80202,23633
76794,16405
88973,14500
91958,63673
80562,20419
103486,8102
95237,15969
105569,16066
106560,27065
107977,13186
90076,16347
93050,15996
80609,29417
88557,16676
90894,18785
83669,9986
78849,15809
101275,7533
91858,7529
96243,14600
106227,24134
105300,17066
93065,40503
78002,12756
82500,13196
78204,8961
107851,8714
86217,7179
82662,7507
93324,33198
79680,12463
104920,23321
96735,11907
89992,7825
106961,24467
80078,15691
101429,10199
95551,16456
79937,55181
80680,19343
99448,11430
93909,32828
96888,9493
104584,12420
107289,19325
84126,16657
101282,10937
92474,18984
88871,15786
107177,18387
106026,15209
96937,11832
83543,6474
81094,17792
77503,21943
85351,5815
96000,14997
87374,15037
86394,21718
108364,12369
91441,29144
97039,21782
106685,11361
95631,16440
101883,8797
78238,12316
97508,9824
98441,12298
80066,25121
79095,36856
80007,13585
100219,8880
82511,9528
89270,16055
88713,9226
100353,10998
102841,4564
90117,14466
81549,49327
82350,25303
76546,33891
81013,19032
91240,15771
91542,19592
104518,13498
93537,50166
94372,25583
104419,20275
97636,13535
96288,21385
78717,10361
105610,20758
97754,16330
81458,13121
86931,20091
90713,21757
90909,29487
77251,40750
95081,10303
95560,14383
93288,20352
105036,13478
108490,10890
96935,22057
89373,12646
98010,9787
104699,21345
86692,8200
85024,7185
79086,32691
89939,12154
79098,20011
86141,17009
105462,29310
92870,32659
92163,26029
87481,16790
83276,10128
79356,24069
103602,11567
88460,9483
100934,8125
96659,6206
83204,9140
104621,19229
84110,12363
99265,11660
79574,13963
78186,10914
87005,14124
104043,16330
81574,31034
104091,11414
77759,22696
78181,10565
96169,10823
98267,19376
97837,12373
80133,17309
98571,10025
88628,19700
78622,14838
88678,10750
87278,15632
86963,10304
100350,6562
78771,18567
95935,17604
107590,13762
84458,13612
85656,9240
81611,3709
92638,23356
87478,7555
98407,2920
95581,11020
100645,12999
97184,7070
84473,15190
88951,6875
100836,10344
91338,56463
94112,14293
89882,16982
97097,7637
99151,10550
99607,9226
78931,17718
97805,7096
97477,13922
87819,18728
76361,19772
99201,28968
103410,12429
108436,15258
105558,19367
88025,7853
101944,7910
80786,18076
84001,15132
78304,23050
100501,14871
99693,7287
94557,18448
82152,26854
92039,40596
83177,14605
90726,8594
82879,13287
87378,16716
91699,15353
85500,18766
97050,11772
88754,9658
79069,33993
89329,17379
102605,10546
93090,17478
108403,16913
91391,19283
80964,22738
89444,24449
84092,12069
100617,10442
107962,19756
106640,7060
95123,12420
99114,5902
94461,19143
88654,14824
80421,16799
78113,20245
100558,7126
78873,25963
85480,10350
103902,10689
104816,21880
89039,14715
95169,16372
93971,19159
84450,20005
80824,29289
92545,15153
89226,6181
93873,19542
85871,15669
86343,11437
93634,37143
106942,9630
82535,10950
92259,18164
88794,12592
77385,33745
76996,6466
102708,8349
81359,15209
90486,3749
100200,8256
87970,13107
107512,11567
79078,28092
108477,15226
80312,28953
82208,8817
100695,12198
99506,10108
85773,15684
101887,13259
90129,11053
84730,8971
107601,23226
89592,6234
84844,13021
96938,16042
84981,15925
100698,12967
103306,15421
107175,23795
95411,30779
101169,13631
99407,17905
78248,14600
79031,17955
91040,18773
76464,11837
102813,8250
86811,20454
81191,27438
78202,30896
82471,12393
103920,10847
79904,22851
95670,32177
89931,10144
92605,41139
85695,18316
98750,9698
101284,10442
91932,18584
98623,10536
82499,10439
93193,25976
106110,16283
78500,27289
89447,15642
103373,18201
87872,9444
99425,17656
96552,5788
105787,12436
82567,13303
102894,7752
77641,14051
100827,12149
97712,16729
95197,32126
102993,11887
94855,32939
81534,16997
95133,13838
107468,5590
86402,12410
102666,11300
92984,24959
93891,12289
94312,15324
91959,39331
91802,26578
108175,15178
78293,30735
104991,8590
104302,10271
79807,15554
87167,13804
78620,22942
81174,25229
83125,8846
103123,9977
94065,19959
78480,17052
98280,9103
83415,7867
92297,113470
100221,11212
78829,15412
93418,20690
83424,11417
101749,6335
103456,9431
88503,11471
84931,16211
107552,22100
108037,11416
94539,22687
83697,8738
87455,18159
103044,7815
104852,21856
93437,40329
92885,15748
80922,18721
102886,8311
104586,16646
81164,13546
106074,16376
87617,17395
84513,13974
96743,13455
81209,17111
95463,12324
95457,18821
101606,11833
97485,29254
91916,24520
91629,40393
84215,13377
108190,10237
88314,19365
104526,17984
82467,10256
91827,31727
77885,60284
83459,8488
98375,21648
101233,11514
97186,9657
95520,19013
95216,40675
100878,5528
80031,29748
106134,25422
103526,6651
104018,45667
83920,10127
88245,9853
86248,9111
86315,15003
108157,30514
102814,8400
84371,11813
95270,14662
107670,20560
78745,14864
88772,11304
82335,16357
100049,9771
84953,6995
98948,19211
95952,36128
93638,22920
91164,32659
87627,18631
89209,14608
94140,19898
86567,9689
81451,20537
94658,25833
103969,9637
90158,14654
107712,15225
102518,11656
91367,30332
78764,15777
87411,12142
80790,64558
97848,14745
97985,6047
99323,6619
96854,12533
103917,6274
86223,8552
101812,9471
102098,10301
93414,11497
86794,9908
81508,29087
105781,18672
103758,9032
100877,13530
83075,16399
100303,12610
85269,15971
95693,18290
85891,13167
85991,9929
89378,10859
79718,11112
96415,12838
87510,12132
95579,16385
96453,13580
80182,28447
103363,9503
76430,19536
86302,8453
78876,13212
106740,10479
101855,11979
78987,28650
100155,15216
76069,27536
79889,19091
104035,20792
102533,7420
85374,13565
82210,24854
81145,12832
99738,12422
98201,34985
88630,8851
94084,18433
79771,22320
91057,40456
92492,17151
103600,16513
105315,30696
106151,18325
87426,6187
85249,10268
77379,7629
76190,11610
89820,28265
92650,25448
82906,17437
104766,17825
104673,17960
103734,6554
87652,12360
107399,15018
97222,17628
100614,9937
95807,31727
88084,13392
97997,14618
83321,15181
83002,15033
103995,9292
102305,7335
97774,21803
87737,11437
102191,15087
78470,22080
81787,20423
90975,32358
76598,20568
88308,10311
105997,9623
97095,22061
100555,10143
106628,22966
84638,6050
106752,24391
88072,15410
86734,11805
105842,23297
102037,18208
96623,11426
80943,11737
107882,10373
96069,8941
86796,18781
83234,13963
85044,11074
76183,28780
102124,9866
105963,11731
108127,12447
76435,60771
89809,24576
98129,11973
95632,21513
77264,20801
102849,5751
106860,15082
90177,9054
104336,12570
91068,20335
85416,10069
92720,18442
105257,10462
94524,15614
87069,15166
79026,16831
100533,10914
107396,7456
77220,11674
76863,11730
89441,9033
86301,18437
82808,17273
106681,12850
100673,11056
87115,9394
84819,9665
99889,12597
100435,7294
91329,15998
105897,11500
94788,21306
96403,19092
105780,25214
81290,18762
91689,17893
93660,49223
84018,14512
79166,20519
99850,11693
89900,14967
76628,27665
99136,10784
89388,13038
86441,16685
100362,8171
99493,10580
108082,13577
94759,23481
91954,28470
90378,16114
86126,19419
92990,17704
80507,18218
105394,20017
80679,11609
94014,29722
78092,26934
92725,9914
104609,6647
89940,22347
84337,15410
80392,18677
90992,47640
88342,9397
83193,8335
83080,28383
87197,16592
106043,8899
81316,12922
105197,41495
86103,11132
107819,34030
94911,17421
76597,33368
96614,8578
102197,7296
104617,6905
101445,9281
94521,59221
107290,17343
93099,24707
82179,38717
96268,27484
83202,16943
101568,7360
89145,8000
82718,6450
84595,17720
86633,13107
91925,28444
100357,8475
93684,13317
106465,43679
84631,15902
97796,11002
82836,11257
81314,57421
96868,19412
94329,20406
85728,6822
78259,15305
107084,20013
96134,10059
81583,28439
104264,16544
86202,11851
102867,8304
83461,12228
77589,17093
94394,15866
87588,10523
98769,12729
76735,21482
105592,12267
95260,17894
82699,7963
95827,27599
89294,9881
90853,13885
86522,9786
80958,29030
94038,30512
88512,8329
80219,9816
86063,3358
87724,8283
88835,14053
105687,17790
83567,11497
106584,22280
98492,5553
94494,21263
89061,6525
103125,12035
103883,11740
80430,11648
95544,31464
105136,56529
105560,8843
108397,27760
82236,43355
89477,16109
98106,6404
85996,5979
103439,14207
90831,8184
100746,12338
81518,12587
98610,9636
100644,12795
105486,14576
79765,16931
107609,10662
85407,12503
81527,25679
80955,38163
79400,21984
101238,9724
87024,18088
88662,9742
107983,22197
93662,29278
81557,27039
94520,17699
97010,14661
77628,29466
89561,14659
104218,15619
99839,9341
87279,11498
93760,20088
89551,7420
82714,16566
98166,19528
83812,10637
102617,7141
76869,17354
103735,17169
94201,19848
107893,17354
78651,11571
85246,10213
81194,27626
81133,34484
95611,31762
93004,15296
81826,41869
100157,13565
103768,13755
93350,16442
76901,22697
88742,11403
102866,10680
76438,28569
86105,9974
107506,22843
108520,10058
106613,10344
94164,44843
100964,10121
92769,12788
82221,11160
98686,25659
79762,18149
84645,20955
107656,18203
97538,17142
99552,25755
102157,10521
80935,10754
100578,11361
94686,23079
93268,45783
91842,22035
95609,35501
91576,20065
93139,48290
101030,7932
80172,46866
106262,16576
101562,9382
102273,2473
87102,5185
78491,17424
90631,7417
94672,21094
77261,54739
80434,17603
86840,8988
95011,25077
90870,11997
97999,10238
77016,43492
96931,17381
85215,8455
105268,17046
99519,6630
104056,17470
91117,56353
107099,24661
80475,11909
76216,33001
93207,26030
105166,9650
107209,16564
100109,9673
87232,13257
102624,11922
81948,8985
93625,47010
90334,9250
79878,13969
105653,18846
108014,12800
105491,22797
87064,13955
106773,15566
93489,13869
89490,20957
100771,12828
100803,11747
92144,15928
88632,10427
78778,17713
99308,11378
77161,14119
97501,9310
100933,10965
77489,28968
84309,11516
108040,7186
97159,16807
95779,16057
89650,14410
80999,6413
91887,21414
79753,33004
84669,14822
76401,14945
90299,20638
80820,12052
80744,36724
96151,16014
101368,9986
106886,24566
90590,14540
102988,12492
96155,14028
98069,22995
99349,21708
105341,6744
97054,10956
80210,23844
105334,14990
88495,19436
101578,15879
103240,7250
84979,10202
88799,8930
83073,9157
107288,10518
102097,10544
99042,9953
87242,11863
77310,23608
87982,19306
95506,13862
106574,14911
80962,47775
102168,6405
102528,7281
99307,12848
89354,12760
96717,10012
99267,18530
84588,9790
88920,8249
101122,13570
100916,9965
90206,14654
100314,10270
91528,37083
82508,7808
77095,51240
105943,10356
92610,24034
76706,19326
101753,8272
97020,13751
103582,9978
89559,16579
91293,11519
76698,31275
105365,25324
102755,12747
82363,15347
94314,19846
92463,20053
107566,11867
99251,13411
108140,32234
99394,9452
107849,20169
85021,11032
98878,12820
80258,8296
85751,14523
77932,13915
92120,12569
84462,16511
104744,15374
78174,11467
76239,30087
99098,20542
78068,20164
80129,15514
92276,25001
84297,21240
99082,13028
103218,12571
100512,7486
100481,7199
77761,14471
90764,8391
103431,9781
96133,17404
80377,27192
93811,10096
99125,12512
92377,22589
84221,12374
87280,12414
91188,22433
83645,9352
105967,8318
89389,10244
78866,19018
82761,17580
95049,25722
80729,7645
76702,30141
93554,15763
98932,25776
91264,23377
86993,12076
102784,10185
79105,21468
102943,13665
77065,24198
104740,14400
95500,17738
95345,14132
103581,11742
86417,16570
87299,11311
101375,12871
97640,32565
99560,7740
105849,23533
95701,27464
89124,11747
78589,18704
86742,10846
84620,12519
91165,27764
88463,9353
87571,7976
104773,20093
83370,9561
105599,11066
104275,19037
87908,17495
92637,7919
101747,19546
99271,7696
77493,32420
100122,5889
96424,14300
103113,5155
107985,27420
103634,9067
93302,28661
93877,15348
98121,8823
91191,16331
99106,19773
83151,16311
87913,5369
105517,12600
99452,22910
95017,25183
98803,11934
95625,28546
76846,18045
101791,11379
79911,17653
98545,10163
106811,11993
78007,37648
97259,15149
96999,8491
101969,7049
107018,33523
76246,27610
77303,10777
103674,7371
100794,14774
84367,24530
101652,15697
95111,19160
96965,8415
76396,13407
80269,18415
87328,6486
85984,15935
80193,28113
98525,6749
77460,31426
85424,18083
77271,20164
104786,29607
103727,9956
91819,25971
107028,21219
94966,20265
78126,14017
86200,17244
100317,6805
88403,17889
102036,6175
78858,25018
85122,11231
107516,19667
103432,9008
97354,7450
100218,12582
92759,15113
107648,42423
97107,20997
90871,12188
78611,38729
107537,12308
84840,11980
79802,21145
96763,5332
93033,19052
76969,34805
106154,9872
105965,10229
83644,25741
83889,11891
88026,9720
81652,27102
77312,16093
102749,10502
84444,15189
81496,18638
107471,12296
84265,3506
92346,42721
87248,8081
94931,14245
93712,24123
80162,25462
79351,24978
85734,2306
106372,12473
96106,8743
96702,20629
76823,10349
102214,6449
81128,13638
88320,12047
83531,6303
104506,21299
84074,6227
104709,24560
85626,11250
98427,8775
78699,32600
94756,22977
101283,8591
82397,22493
77954,24856
81630,22567
87025,15124
81189,16924
107048,27220
99510,5110
85462,21434
99442,7319
85541,2585
81635,34322
83983,12392
96161,9914
90359,12917
86597,9170
77633,12197
80552,29212
87749,22826
88246,10268
100434,11429
102049,12859
84649,9769
80783,18143
102021,8195
107760,14174
98095,6737
103474,8761
101486,15139
78334,39608
97026,12224
87049,14971
94207,24591
90080,6821
82025,17570
94478,24017
90501,7971
86699,10082
91557,28671
105343,11129
80034,29011
84220,11848
79498,22773
96294,25278
107974,8446
80316,13234
99928,8077
91851,10404
87827,8997
98130,14386
96139,18700
93176,32125
90903,31739
77200,21069
95858,19120
77764,5267
93978,37001
78852,13020
82121,15893
91653,27830
88882,9934
107327,6666
86583,10163
90101,15077
90893,18534
93813,30186
79215,15281
96480,10777
78841,34085
101519,17262
77704,25578
95308,21554
106617,7880
92279,21694
77974,24166
96897,9471
84841,8399
80966,12749
81646,27829
83773,10660
80357,33104
93576,12994
76332,30504
100522,11747
95723,11221
97599,10842
83267,14542
107086,13482
80173,30833
90902,52689
85442,20700
82924,3783
106669,23315
77358,23275
86661,19208
101073,12836
83897,11076
92465,22259
105110,18706
79370,12645
106568,14001
106121,6264
97194,12075
89289,19155
77301,22381
89051,22578
90207,14467
95193,22006
98653,6833
98934,16076
102897,10580
90845,11998
101868,8168
95210,21094
106341,12519
101091,9240
98060,11419
90026,7389
88157,10709
97383,13162
87451,10411
103381,11803
93512,14601
77414,59586
79553,14074
96377,10789
105001,6828
106183,24397
95745,25031
107011,9406
78953,21281
85187,10113
87941,11896
77483,18729
101372,9187
83730,9488
106166,20479
83753,9911
106514,31485
101583,7098
105137,2039
105295,27156
77657,43537
88515,7627
93729,20999
88280,13888
102832,10012
97873,12329
101671,7929
85210,13569
80735,27301
87811,17595
97684,11180
99915,11759
97502,9090
93678,37924
78821,15861
93898,15253
100832,14059
104921,14982
83890,16705
85696,5996
89485,13312
87460,10778
81080,50807
87235,7738
87587,7788
96329,25137
108174,9506
106700,12171
98539,16826
105234,22924
104708,10835
79081,33543
90270,17772
106057,9165
80928,32432
94218,38496
107429,13406
107776,14166
105303,8818
107166,32396
94379,25647
94832,4225
83043,12531
84114,10515
84283,11897
107679,7368
89280,10639
89840,11680
89927,9646
92218,19024
97100,8620
79443,11202
96551,9190
101305,12352
102576,8768
84060,17924
92280,25157
105210,12416
104496,19074
104267,13017
91491,30596
78595,20164
100913,6856
103028,11229
77788,23971
89629,7767
93781,22708
76551,46707
84917,12854
106009,14604
96109,10999
78933,19365
80386,41958
105590,19367
87670,14761
84443,24834
95776,53509
96400,14609
90834,26536
88360,14488
106848,24791
91981,27993
89126,9623
104879,20900
90449,14453
90667,19834
78986,11600
84945,13921
104356,11137
105159,20150
87755,2919
80978,27267
87272,18963
77291,28407
84904,11780
99446,17618
78688,27915
86155,12680
79551,27262
78281,8722
94551,42864
103232,9812
104767,10958
88566,7731
77896,26474
96885,16171
95778,21134
86874,9919
91080,25558
107737,14324
104851,24376
85070,23430
87362,11358
92302,13222
93294,18831
83422,18316
84862,11542
84415,11690
78737,19865
84686,6735
95112,27539
86518,12480
84839,12331
81172,26145
89932,19251
87300,10968
105568,16937
76252,18020
80951,33364
83509,14451
108493,32218
89976,9805
102525,8988
88102,8352
89605,14142
92381,13420
81987,37389
91951,26056
108167,17004
89798,7652
97312,12215
106458,10972
80611,48105
83390,9437
84346,17720
88061,12021
91266,16201
99611,8321
106366,17806
91936,33377
82520,11519
84865,10366
80141,27702
91890,16406
76251,17987
84247,7833
91298,35887
88015,9856
92776,26270
76709,9530
105728,16537
103796,13222
81171,19225
88413,10729
102155,6007
81200,15860
95674,15238
96157,12723
79020,21757
103587,6495
104190,30188
80486,19788
91177,13768
76909,27944
97278,7865
77170,22531
78840,11913
107987,15122
104444,14434
98408,4170
90629,17753
85268,8678
98419,8433
90747,12468
105907,15062
88335,10647
104161,23369
101427,13086
87176,19091
94012,29261
106937,19551
106573,40783
96877,9669
102568,8311
93510,21723
78820,32714
76763,21931
106884,6964
81041,13273
93827,18696
100321,8380
81450,10503
95107,15564
93670,22233
103551,11582
106715,17731
100863,10678
79259,12241
105336,28906
88906,26474
93039,29962
85639,16344
98378,7806
93639,12412
83518,11127
79592,13942
95678,18613
87400,9973
98813,11928
79157,8163
76223,14539
95406,19463
83724,6264
89739,16366
94933,23551
82605,10459
91566,16397
76873,15496
96884,16544
85901,11352
106449,22009
90672,10010
78513,23290
86464,10564
82921,8472
93886,28253
76303,12764
98243,17379
103497,11020
87786,14499
87780,13033
99339,10691
95351,24976
106965,13926
87540,11264
99854,10651
102357,2148
90737,6804
85392,16478
96882,8061
88268,13921
106075,18367
88674,16095
77623,14634
80394,15023
94942,25689
101237,13692
86351,14787
87055,8884
94851,22505
79816,15366
97214,14206
88900,10099
97464,10025
76403,16148
79786,18773
83858,11477
83658,8778
96456,12361
106217,13840
88111,10083
86581,10759
98218,16680
93801,24554
87206,10801
88569,15686
104348,12579
76478,19060
101509,18018
100915,8614
79676,18288
102673,10152
98151,6044
77583,14708
106602,34265
90134,13395
84228,6451
100131,11477
92807,26468
95025,30344
79779,9213
77216,27062
83476,11914
88942,15811
87565,18659
97055,20039
97212,23099
97321,17601
102240,9849
91253,21054
90284,14186
83582,14869
81255,33693
93903,39471
96241,18312
99117,4609
79874,28960
105193,19858
98186,4851
103313,10204
107714,15444
101081,9281
79663,4847
81108,10736
86643,6237
90931,20635
107518,23300
84511,18893
80689,11204
86547,5809
79670,13852
82281,16139
102274,6554
107948,11539
97149,8974
95980,17340
108047,29627
94763,24446
106148,17614
84164,11675
93448,28855
103837,20008
91861,25108
87914,10092
85944,9375
83795,10575
97374,14134
80569,11862
106331,33907
93177,38120
85257,15838
80094,18891
98473,12232
98021,25213
91714,21522
82569,15432
96451,8993
86310,10864
89702,6814
87577,16779
85221,26156
100454,7443
96748,5217
91472,6845
88350,8033
84386,17994
107993,14021
101496,5536
96805,12793
82084,19090
94643,31355
83871,16388
82327,18593
90332,12804
84949,29782
83111,17242
92067,18975
106714,21268
85531,12994
97311,10148
78102,31266
98348,14493
76715,23634
77091,14882
105854,13437
85983,7839
80823,13405
102612,12823
104209,17847
97643,7781
95340,21481
81183,48457
87928,5900
89448,11140
98522,10268
94213,10657
91583,7917
90280,10511
93287,23316
84510,9374
98179,20549
88162,18351
78449,43805
94548,17060
95056,28483
106725,10699
97968,6795
104923,9795
97276,6898
97080,21232
90691,32395
88033,16798
90160,15846
81661,12912
101260,11346
79520,27864
78213,16096
76187,31159
85752,15325
90729,17392
77637,17756
101847,11732
86787,15873
105758,10069
79389,24478
98312,6803
100222,7282
87873,9346
92965,21807
89168,18975
82368,19650
76505,14201
100946,5909
85815,7830
87705,28066
106931,10547
95571,21190
80308,20829
91824,23592
106743,26583
101866,16019
95817,32821
108505,14605
88722,14058
104371,20846
93879,10018
96038,17281
104690,13071
93199,23851
85967,12233
88714,7783
99467,7360
85701,9336
103450,10762
96943,10698
88526,17284
79326,10867
92314,31069
106373,19753
76953,20590
89741,7484
100458,8560
91895,57927
92356,17360
80632,20657
106959,9568
96251,11837
97996,23794
90021,14862
94899,31192
93093,15765
100175,13269
89968,7058
102132,3719
99121,11515
92662,18161
96612,12783
77399,16255
86443,9829
93198,33823
98001,17766
97764,13056
94983,110361
82703,12377
94794,29780
79793,18227
93376,12959
76374,22084
84045,7441
106780,14904
93213,14846
97870,8504
97748,12659
97255,8430
102668,12089
105898,11419
101786,13894
87690,15305
86329,9611
77696,35490
104321,54968
86782,18042
97134,25989
86684,9387
95509,32303
82314,17854
84124,11551
87597,11316
81357,16426
95055,17791
100244,8948
79271,14354
82043,23530
96348,20948
76594,19150
79552,15561
97181,15553
99147,11215
90786,7175
96203,7798
100288,10872
81529,20875
84229,15944
94332,28883
92714,20056
107716,15119
107685,27564
97836,4846
98284,20995
83128,19783
105500,12049
97781,11176
99341,9261
91793,31866
76224,15720
80840,24759
94587,16987
98667,10673
78973,14870
85175,12418
107489,46859
95790,12233
108044,6926
80652,25362
76007,16395
96039,9711
102618,14289
80863,15617
95695,19303
78815,28573
98063,11846
83732,12597
83190,16583
99504,9865
82372,12760
77977,47817
81688,14413
80154,22646
108106,22298
80724,15252
89190,9327
102321,15358
97375,10526
99379,24708
84767,9470
89470,9558
85592,11872
80381,27918
92149,28429
96044,18397
79041,12177
103108,18925
91118,18953
96434,8282
86875,13794
100326,9996
106416,21911
88074,9681
91579,13266
96819,29581
80373,24230
82681,9412
88450,11469
95040,15265
76720,11916
94576,3447
82502,6624
101100,8046
104522,17666
108039,9705
77894,47067
80888,11454
80366,48206
87653,10178
98083,21626
89042,15330
102520,10739
101620,12685
108340,9614
98465,8123
82307,28841
107499,20320
101440,11563
82392,24871
79371,24678
103916,15208
81192,8425
108185,11521
81811,14994
97993,10556
80214,23672
79896,18299
86793,15756
100548,15209
98986,9396
82411,11747
98467,7767
98645,21136
84530,6241
86479,7413
90655,16249
97319,11087
107749,25122
77199,29847
79255,16105
85072,8129
99421,13355
95187,9702
103262,13620
94589,35558
77608,59894
89729,7074
99171,14408
90914,24029
83250,15108
83275,8208
91269,23973
83003,9694
98988,15342
105748,12803
77688,17323
91090,17746
100544,13810
96608,7806
98784,9843
85655,15188
104236,8959
97437,12694
100150,5546
96911,30911
87126,18203
88544,9966
97889,11535
76768,13493
101722,7804
96407,12530
80640,17700
88000,12775
103451,14442
80542,41464
82212,12863
102407,9106
79895,13657
95909,20330
79646,33738
77051,30977
79375,35555
92023,32291
87608,8940
77731,10615
94671,24677
107804,16762
106359,19183
102758,6335
76944,37747
92103,15701
81188,14337
84157,13645
77509,26150
87332,6500
101597,10937
84021,11668
79820,24615
